"pmid","year","title","abstract","first_author"
"40257633","2025","Incidence of pacing-induced cardiomyopathy: left bundle branch area pacing versus leadless pacing.","Patients with chronic right ventricular (RV) pacing are at risk for developing pacing-induced cardiomyopathy (PICM). Data regarding the incidence of PICM when pacing the RV septum using a leadless pacemaker (LP) are limited. Left bundle branch area pacing (LBBAP) has emerged as a viable alternative to RV pacing with a low incidence of PICM.

All patients who received either a LP capable of providing atrioventricular (AV) synchronous pacing or a permanent pacemaker (PPM) with a LBBAP lead (lumenless or stylet-driven leads) for AV block between January 2021 and January 2023 at a single center were screened. Patients were included in the final analysis if they had both a pre- and post-operative transthoracic echocardiogram, pre- and post-operative electrocardiograms, and a pacing burden of ≥ 20%. The incidence of PICM, defined as a decrease in the left ventricular ejection fraction (LVEF) by ≥ 20% and to a value < 50% after a follow-up of at least six months, was compared between LBBAP and LP groups.

Over the study period, 533 PPMs were implanted for AV block. Of these, 95 patients met the inclusion criteria; 70 underwent LBBAP and 25 received LPs. The average age of the population was 75 ± 13 years; 64 (63%) were men. There was no difference in the mean pre-operative LVEF (57% ± 16% vs. 61% ± 10%; p = 0.25) or QRS duration (123 ± 33ms vs. 130 ± 29ms) between the LBBAP and LP groups. There was a high burden of ventricular pacing in both groups (90% ± 19% vs. 92% ± 13%; p = 0.52). After a follow-up of 14 ± 8 months, the incidence of PICM was significantly lower in the LBBAP group compared to the LP group (4.3% vs. 24%; p = 0.0039).

In patients who are not candidates for cardiac resynchronization, who require a high burden of ventricular pacing, LBBAP may lead to a lower incidence of PICM than right ventricular septal pacing with a LP.","Chopra Maya"
"40178725","2025","Left bundle branch area pacing prevails over His bundle pacing for heart failure patients undergoing atrioventricular node ablation in permanent atrial fibrillation: a network meta-analysis.","Atrioventricular node ablation (AVNA) and pacemaker implantation enhance prognosis in heart failure patients experiencing rapid ventricular response due to atrial fibrillation. This meta-analysis assessed the clinical benefits of various pacing modalities following AVNA.

The electrophysiological endpoint was defined as QRS duration, while the echocardiographic endpoint was the change in left ventricular ejection fraction. Secondary endpoints included pacing threshold, mortality rates, and improvements in the 6-min walk test.

This meta-analysis of 13 studies involving 1257 patients suggested that His bundle pacing (HBP) and left bundle branch area pacing (LBBAP) conferred an advantage in narrowing QRS duration compared to biventricular pacing (BVP) (HBP vs BVP OR = - 59.05, 95%CI = - 73.12 to - 44.97; LBBAP vs BVP OR = - 48.64, 95%CI = - 64.05 to - 33.24). The findings of echocardiographic endpoints suggested that LBBAP and HBP emerged as the optimal strategies over RVP (vs HBP OR = - 7.59, 95%CI = - 11.85 to - 3.32; vs LBBAP OR = - 6.58, 95%CI = - 12.08 to - 1.07). LBBAP reduced all-cause mortality compared to BVP (OR = 0.10, 95%CI = 0.01-0.78); however, no significant differences in all-cause mortality were observed between LBBAP and HBP. The pacing threshold of LBBAP was significantly lower than HBP (OR = - 0.40, 95%CI = - 0.57 to - 0.23).

LBBAP not only demonstrated superior clinical outcomes regarding mortality compared to ventricular pacing strategies, but also was associated with a lower pacing threshold than HBP, thereby indicating its potential advantage over HBP in patients undergoing AVNA and subsequent pacemaker implantation.","Ding Jing-Wen"
"39934531","2025","Predictors of cardiac resynchronization with conduction system pacing.","N/A","Ezzeddine Fatima M"
"39891815","2025","Conduction system pacing versus biventricular pacing for atrial fibrillation in patients undergoing atrioventricular junction ablation: a meta-analysis.","N/A","Markson Favour"
"39853484","2025","Facilitating confirmation of left conduction system capture in left bundle branch area pacing: the multi-spike technique.","N/A","Marinaccio Leonardo"
"39752041","2025","Identifying non-responders to cardiac resynchronization therapy in the non-left bundle branch block.","Non-response to cardiac resynchronization therapy (CRT) is an important issue in the treatment of heart failure with reduced ejection fraction (HFrEF) and non-left bundle branch block (LBBB). Electrocardiogram-gated myocardial perfusion single-photon emission computed tomography imaging (G-MPI SPECT) is typically used to assess left ventricular (LV) dyssynchrony. This study aimed to determine whether G-MPI parameters are associated with non-responsiveness to CRT.

Between January 2021 and December 2022, 128 patients underwent CRT, of whom 73 with preoperative evaluation using G-MPI were selected. Forty-three patients with non-LBBB (21 and 22 CRT responders and non-responders, respectively) and 30 patients with LBBB were analyzed.

Among patients with non-LBBB, CRT responders and non-responders exhibited no significant differences in baseline characteristics, except for the LV dimension. A receiver operating characteristic curve analysis identified 108° and 27.7° as the optimal cutoff values for the bandwidth and phase standard deviation (SD), respectively, to predict non-responsiveness to CRT (area under the curve [AUC] = 0.762; 95% confidence interval [CI] 0.601-0.923 and AUC = 0.742; 95% CI 0.576-0.909, respectively). A multivariate analysis revealed that a cutoff bandwidth of ≥ 108° and phase SD of ≥ 27.7° are independent predictors of non-responsiveness to CRT in patients with non-LBBB (hazard ratio 5.65; 95% CI 1.53-20.9; P = 0.009). In contrast, there were no significant associations between G-MPI parameters and non-responsiveness to CRT in patients with LBBB.

Preoperative G-MPI might be associated with non-responsiveness to CRT in patients with non-LBBB, indicating that identifying potential non-responders can improve patient management.","Nakamura Toshihiro"
"39153133","2024","Clinical outcomes of conduction system pacing compared to biventricular pacing in patients with mid-range ejection fraction.","There is a paucity of data comparing conduction system pacing (CSP) to biventricular pacing (BiVP) in patients with heart failure (HF) with mid-range left ventricular ejection fraction (LVEF).

Compare the clinical outcomes of patients with mid-range LVEF undergoing CSP versus BiVP.

Patients with mid-range LVEF (> 35 to 50%) undergoing CSP or BiVP were retrospectively identified. Lead performance, LVEF, HF hospitalization, and clinical composite outcome including upgrade to cardiac resynchronization therapy and mortality were compared.

A total of 36 patients (20 BiVP, 16 CSP--14 His bundle pacing, 4 left bundle branch area pacing) were analyzed. The mean age was 73 ± 15, 44% were female, and the mean LVEF was 42 ± 5%. Procedural and fluoroscopy time was comparable between the two groups. QRS duration was significantly shorter for the CSP group compared to the BiVP group (P < 0.001). During a mean follow-up of 47 ± 36 months, no significant differences were found in thresholds or need for generator change due to early battery depletion. LVEF improved in both groups (41.5 ± 4.5% to 53.9 ± 10.9% BiVP, P < 0.001; 41.6 ± 5.3% to 52.5 ± 8.3% CSP, P < 0.001). There were no significant differences in HF hospitalizations (P = 0.71) or clinical composite outcomes (P = 0.07).

Among patients with HF with moderately reduced ejection fraction, CSP appears associated with similar improvements in LVEF and had similar clinical outcomes as BiVP in mid-term follow-up.","Tang Jiaojiao"
"39145792","2024","Ventricular activation pattern of left ventricular septal pacing in a canine model.","Left bundle branch pacing (LBBP) is a feasible and effective physiological pacing technique. The QRS morphology of left ventricular septal pacing (LVSP) is similar to that of LBBP. The ventricular activation pattern of LBBP is well-known, whereas the pattern of LVSP still needs further investigation. The present study aimed to determine ventricular activation pattern difference between LVSP and LBBP in a canine model.

All six canines underwent successful LBBP and LVSP through trans-ventricular septum using intracardiac echocardiography and intracardiac electrogram. Their hearts were isolated and stained with Lugol's iodine to determine the position of the pacing lead. The activation sequences of the left ventricular myocardium and His-Purkinje system were recorded by placing multiple electrode catheters.

First, the left His-Purkinje system in LVSP was activated simultaneously from apical and basal regions to the left ventricular middle septal region, whereas the left ventricular septal myocardium was activated from the apical to basal region. The left His-Purkinje system activation in LBBP occurred in the direction of the apex from the pacing lead, but the left ventricular septal myocardium was activated in the apical to basal direction. Furthermore, the left intraventricular electrical synchrony was similar between LVSP and LBBP as determined by mapping the left ventricular septal to free wall activation time (46.7 ± 1.8 ms vs. 45.0 ± 1.4 ms, p = 0.11).

The ventricular activation sequence of LVSP was similar to LBBP. LVSP can capture LBB due to the wide distribution of LBB. These findings suggest a rationale for clinical application of LVSP.","Wei Feiyu"
"39073704","2024","Mid-term clinical outcomes of left bundle branch area pacing compared to accurate right ventricular septal pacing.","Although left bundle branch area pacing (LBBAP) reportedly results in fewer adverse outcomes after implantation than conventional stylet-guided right ventricular septal pacing (RVSP), previous studies have not compared LBBAP with accurate RVSP using a delivery catheter. The aim of this study was to compare clinical outcomes between LBBAP and accurate RVSP among patients with atrioventricular block (AVB).

This single-center observational study enrolled 160 patients requiring RV pacing due to symptomatic AVB between September 2018 and December 2021. Primary composite outcomes included all-cause death, hospitalization due to heart failure (HF), and upgrading to biventricular pacing. Secondary composite outcomes included any procedural and postprocedural complications.

Overall, 160 patients were analyzed (LBBAP, n = 81; RVSP, n = 79). No significant differences in baseline characteristics were observed between the two groups. The RV pacing burden at 1 year after implantation was 90.8% ± 20.4% and 86.2% ± 22.6%, respectively (p = 0.21). During a mean follow-up of 840 ± 369 days, the incidence of the primary outcome was significantly lower with LBBAP (4.9%) compared to RVSP (22.8%) (Log-rank p = 0.02). There was no significant difference in the incidence of the secondary outcome between the two groups (3.7% vs. 5.1%, p = 0.65). In the multivariate analysis, baseline QRS duration, RV pacing burden, and LBBAP were independently associated with the primary outcome (baseline QRS duration: hazard ratio [HR], 1.01; 95% confidence interval [CI], 1.00-1.02; p < 0.001; RV pacing burden: HR, 1.01; 95% CI, 1.00-1.02; p < 0.001; LBBAP: HR, 0.45; 95% CI, 0.31-0.64; p < 0.001).

In patients requiring frequent RV pacing, LBBAP was associated with reduced adverse clinical outcome compared to accurate RVSP using a delivery catheter.","Okubo Yousaku"
"38995605","2024","Successful left bundle branch area pacing in a patient with three TriClip devices.","N/A","Onishi Yoshimi"
"38969963","2024","Clinical impact and predictors of periprocedural myocardial injury among patients undergoing left bundle branch area pacing.","The clinical impact of Periprocedural myocardial injury (PMI) in patients undergoing permanent pacemaker implantation with Left Bundle Branch Area Pacing (LBBAP) is unknown.

130 patients undergoing LBBAP from January 2020 to June 2021 and completing 12 months follow up were enrolled to assess the impact of PMI on composite clinical outcome (CCO) defined as any of the following: all-cause death, hospitalization for heart failure (HHF), hospitalization for acute coronary syndrome (ACS) and ventricular arrhythmias (VAs). High sensitivity Troponin T (HsTnT) was measured up to 24-h after intervention to identify the peak HsTnT values. PMI was defined as increased peak HsTnT values at least > 99th percentile of the upper reference limit (URL: 15 pg/ml) in patients with normal baseline values.

PMI occurred in 72 of 130 patients (55%). ROC analysis yielded a post-procedural peak HsTnT cutoff of fourfold the URL for predicting the CCO (AUC: 0.692; p = 0.023; sensitivity 73% and specificity 71%). Of the enrolled patients, 20% (n = 26) had peak HsTnT > fourfold the URL. Patients with peak HsTnT > fourfold the URL exhibited a higher incidence of the CCO than patients with peak HsTnT ≤ fourfold the URL (31% vs. 10%; p = 0.005), driven by more frequent hospitalizations for ACS (15% vs. 3%; p = 0.010). Multiple (> 2) lead repositions attempts, the use of septography and stylet-driven leads were independent predictors of higher risk of PMI with peak HsTnT > fourfold the URL.

PMI seems common among patients undergoing LBBAP and may be associated with an increased risk of clinical outcomes in case of more pronounced (peak HsTnT > fourfold the URL) myocardial damage occurring during the procedure.","Bressi Edoardo"
"38913133","2024","Single-center experience of efficacy and safety of atrioventricular node ablation after left bundle branch area pacing for the management of atrial fibrillation.","Atrioventricular node ablation (AVNA) with permanent pacing is an effective treatment of symptomatic atrial fibrillation (AF). Left bundle branch area pacing (LBBAP) prevents cardiac dyssynchrony associated with right ventricular pacing and could prevent worsening of heart failure (HF).

In this retrospective monocentric study, all patients who received AVNA procedure with LBBAP were consecutively included. AVNA procedure data, electrical and echocardiographic parameters at 6 months, and clinical outcomes at 1 year were studied and compared to a matched cohort of patients who received AVNA procedure with conventional pacing between 2010 and 2023.

Seventy-five AVNA procedures associated with LBBAP were studied. AVNA in this context was feasible, with a success rate of 98.7% at first ablation, and safe without any complications. There was no threshold rise at follow-up. At 1 year, 6 (8%) patients were hospitalized for HF and 2 (2.7%) were deceased. Patients had a significant improvement in NYHA class and left ventricular ejection fraction (LVEF) (P ≤ 0.0001). When compared to a matched cohort of patients with AVNA and conventional pacing, AVNA data and pacing complications rates were similar. Patients with LBBAP had a better improvement of LVEF (+5.27 ± 9.62% vs. -0.48 ± 14%, P = 0.01), and a lower 1-year rate of composite outcome of hospitalization for HF or death (HR 0.39, 95% CI: 0.16-0.95, P = 0.037), significant on survival analysis (log-rank P-value = 0.03).

AVNA with LBBAP in patients with symptomatic AF is feasible, safe, and efficient. Hospitalization for HF or death rate was significantly lower and LVEF improvement was greater.","Jacobs Mathieu"
"38896192","2024","A predictive model of super response to cardiac resynchronization therapy in short-term period.","The left bundle branch block, nonischemic heart failure (HF) and female gender are the most powerful predictors of a super response to cardiac resynchronization therapy (CRT). It is important to identify super responders who can derive most benefits from CRT. We aimed to establish a predicting model that could be used for prognosis of a super response to CRT in short-term period.

Patients with QRS ≥ 130 ms, New York Heart Association (NYHA) II-III class of HF, left ventricle ejection fraction (LVEF) ≤ 35% and indications for CRT were included in the study. Before and 6 month after CRT the electrocardiography, echocardiography and cardiac scintigraphy were performed. The study's primary endpoint was the NYHA class improvement ≥ 1 and left ventricle end systolic volume decrease > 30% or LVEF improvement > 15% after 6 month CRT. Based on collected data, we developed a predictive model regarding a super response to CRT.

Of 49 (100.0%) patients, 32 (65.3%) had a super response to CRT. Patients with a super response were likelier to have a lower cardiac index (p = 0.007), higher rates of interventricular delay (IVD) (p = 0.003), phase standard deviation of left ventricle anterior wall (PSD LVAW) (p = 0.009) and ∆QRS (p = 0.02). Only IVD and PSD LVAW were independently associated with a super response to CRT in univariate and multivariate logistic regression. We created a logistic equation and calculated a cut-off value. The resulting ROC curve revealed a discriminative ability with AUC of 0.812 (sensitivity 90.62%; specificity 70.59%).

Our predictive model is able to distinguish patients with a super response to CRT.","Atabekov Tariel A"
"38848007","2024","Large-scale aggregate data for left bundle branch area pacing as first line for CRT: climbing the pyramid of evidence.","N/A","Pujol-Lopez Margarida"
"38668934","2024","Improved all-cause mortality with left bundle branch area pacing compared to biventricular pacing in cardiac resynchronization therapy: a meta-analysis.","Left bundle branch area pacing (LBBAP) has emerged as a physiological alternative pacing strategy to biventricular pacing (BIVP) in cardiac resynchronization therapy (CRT). We aimed to assess the impact of LBBAP vs. BIVP on all-cause mortality and heart failure (HF)-related hospitalization in patients undergoing CRT.

Studies comparing LBBAP and BIVP for CRT in patients with HF with reduced left ventricular ejection fraction (LVEF) were included. The coprimary outcomes were all-cause mortality and HF-related hospitalization. Secondary outcomes included procedural and fluoroscopy time, change in QRS duration, and change in LVEF.

Thirteen studies (12 observational and 1 RCT, n = 3239; LBBAP = 1338 and BIVP = 1901) with a mean follow-up duration of 25.8 months were included. Compared to BIVP, LBBAP was associated with a significant absolute risk reduction of 3.2% in all-cause mortality (9.3% vs 12.5%, RR 0.7, 95% CI 0.57-0.86, p < 0.001) and an 8.2% reduction in HF-related hospitalization (11.3% vs 19.5%, RR 0.6, 95% CI 0.5-0.71, p < 0.00001). LBBAP also resulted in reductions in procedural time (mean weighted difference- 23.2 min, 95% CI - 42.9 to - 3.6, p = 0.02) and fluoroscopy time (- 8.6 min, 95% CI - 12.5 to - 4.7, p < 0.001) as well as a significant reduction in QRS duration (mean weighted difference:- 25.3 ms, 95% CI - 30.9 to - 19.8, p < 0.00001) and a greater improvement in LVEF of 5.1% (95% CI 4.4-5.8, p < 0.001) compared to BIVP in the studies that reported these outcomes.

In this meta-analysis, LBBAP was associated with a significant reduction in all-cause mortality as well as HF-related hospitalization when compared to BIVP. Additional data from large RCTs is warranted to corroborate these promising findings.","Diaz Juan Carlos"
"38649588","2024","Therapeutic potential of conduction system pacing as a method for improving cardiac output during ventricular tachycardia.","Ventricular tachycardia (VT) reduces cardiac output through high heart rates, loss of atrioventricular synchrony, and loss of ventricular synchrony. We studied the contribution of each mechanism and explored the potential therapeutic utility of His bundle pacing to improve cardiac output during VT.

Study 1 aimed to improve the understanding of mechanisms of harm during VT (using pacing simulated VT). In 23 patients with left ventricular impairment, we recorded continuous ECG and beat-by-beat blood pressure measurements. We assessed the hemodynamic impact of heart rate and restoration of atrial and biventricular synchrony. Study 2 investigated novel pacing interventions during clinical VT by evaluating the hemodynamic effects of His bundle pacing at 5 bpm above the VT rate in 10 patients.

In Study 1, at progressively higher rates of simulated VT, systolic blood pressure declined: at rates of 125, 160, and 190 bpm, -22.2%, -42.0%, and -58.7%, respectively (ANOVA p < 0.0001). Restoring atrial synchrony alone had only a modest beneficial effect on systolic blood pressure (+ 3.6% at 160 bpm, p = 0.2117), restoring biventricular synchrony alone had a greater effect (+ 9.1% at 160 bpm, p = 0.242), and simultaneously restoring both significantly increased systolic blood pressure (+ 31.6% at 160 bpm, p = 0.0003). In Study 2, the mean rate of clinical VT was 143 ± 21 bpm. His bundle pacing increased systolic blood pressure by + 14.2% (p = 0.0023). In 6 of 10 patients, VT terminated with His bundle pacing.

Restoring atrial and biventricular synchrony improved hemodynamic function in simulated and clinical VT. Conduction system pacing could improve VT tolerability and treatment.","Keene Daniel"
"38602602","2024","Time to capitalise on artificial intelligence in cardiac electrophysiology.","N/A","Bodagh Neil"
"38589635","2024","Right-sided implantation with left-sided connection of a left bundle branch area pacing lead.","N/A","Cay Serkan"
"38265525","2024","Unveiling duodromic atrioventricular reentrant tachycardia in Wolff-Parkinson-White syndrome: a unique circuit showing His bundle dissociation with two septal accessory pathways in close anatomical proximity.","N/A","Costa Gustavo Alejandro"
"38246906","2024","A machine learning approach to differentiate wide QRS tachycardia: distinguishing ventricular tachycardia from supraventricular tachycardia.","Differential diagnosis of wide QRS tachycardia (WQCT) has been a challenging issue. Published algorithms to distinguish ventricular tachycardia (VT) and supraventricular tachycardia (SVT) have limited diagnostic capabilities.

A total of 278 patients with WQCT from January 2010 to March 2022 were enrolled. The electrophysiological study confirmed SVT in 154 patients and VT in 65 ones. Two hundred nineteen WQCT 12-lead ECGs were randomly divided into development cohort (n = 165) and testing cohort (n = 54) data sets. The development cohort was split into a training group (n = 115) and an internal validation group (n = 50). Forty ECG features extracted from the 219 WQCT ECGs are fed into 9 iteratively trained ML algorithms. This novel ML algorithm was also compared with four published algorithms.

In the development cohort, the Gradient Boosting Machine (GBM) model displayed the maximum area under curve (AUC) (0.91, 95% confidence interval (CI) 0.81-1.00). In the testing cohort, the GBM model had a higher AUC of 0.97 compared to 4 validated ECG algorithms, namely, Brugada (0.68), avR (0.62), RWPTII (0.72), and LLA algorithms (0.70). Accuracy, sensitivity, specificity, negative predictive value, and positive predictive value of the GBM model were 0.94, 0.97, 0.90, 0.94, and 0.95, respectively.

A GBM ML model contributes to distinguishing SVT from VT based on surface ECG features. In addition, we were able to identify important indicators for distinguishing WQCT.","Li Zhen-Zhen"
"38087146","2023","Does conduction system pacing result in a lower atrial arrhythmia burden compared to right ventricular pacing?","N/A","Vipparthy Sharath"
"38040852","2023","Left bundle branch area pacing: ""sides"" does matter.","N/A","Schricker Amir A"
"37955757","2023","Left bundle branch area pacing without an electrophysiologic recording system using modified chest lead.","N/A","Jeong Hyung Ki"
"37840120","2023","Caveats related to conduction system pacing utilizing a proprietary deflectable mapping catheter with a stylet-driven lead.","Hitherto, lumen less leads (LLLs) were routinely utilized for conduction system pacing (CSP). We report the largest experience using stylet-driven leads (SDLs) with a deflectable mapping catheter for CSP.

Patients were prospectively and sequentially enrolled for CSP with SDL between June, 2021 and November, 2022 to (i) a novel deflectable mapping catheter (AgilisHisPro, Abbott) (Group A) or (ii) a fixed curve sheath (Selectra3D, Biotronik) (Group B) in a 1:1 non-randomized fashion. The primary aim was to evaluate safety, feasibility, and efficacy of the CSP using SDL and deflectable mapping catheter (Group A) while reporting procedural success and intermediate-term follow-up.

Seventy-nine patients (59.4%M, mean age 67.2+/-10.6 years) were allocated to either (i) Group A (n = 40) or (ii) Group B (n = 39). In Group A (n = 40, 50% M, mean age 67.2+/-9.5 years, follow-up 210.7 + 25.1days), His bundle pacing (HBP) was the default strategy with left bundle branch area pacing (LBBaP) for bailout. Procedural success with HBP was feasible in 17/40 (42.5%) patients with remaining 23/40 (57.5%) needing LBBaP bailout. After initial learning curve, a manual septal curve was introduced to successfully aid LBBaP in 6/23 (26.1%) cases. Procedural and follow-up parameters did not differ significantly in HBP vs. LBBaP. Head-to-head comparison was not performed between the groups owing to different default protocols (HBP-Group A, Discretionary-Group B).

Use of SDL with single-curve deflectable mapping catheter was safe, feasible and yielded moderate procedural success with HBP and frequently needed a LBBaP bailout strategy. In approximately one-fourth of the latter, an out-of-plane manual septal curve was needed to optimize LBBaP.","Ghosh Anindya"
"37731143","2023","Right versus left-sided implantation of left bundle branch area pacemaker insertion.","N/A","Ashur Carmel"
"37713018","2023","Mechanisms for structural remodeling with left bundle branch area pacing: more than meets the eye.","N/A","Peigh Graham"
"37670064","2023","A successful case of percutaneous retrieval of anchoring sleeve that migrated into the subclavian vein during left bundle branch area pacing.","N/A","Jeong Hyung Ki"
"37642801","2023","Success and complication rates of conduction system pacing: a meta-analytical observational comparison of left bundle branch area pacing and His bundle pacing.","Left bundle branch area pacing (LBBAP) and His bundle pacing (HBP) are the main strategies to achieve conduction system pacing (CSP), but only observational studies with few patients have compared the two pacing strategies, sometimes with unclear results given the different definitions of the feasibility and safety outcomes. Therefore, we conducted a meta-analysis aiming to compare the success and complications of LBBAP versus HBP.

We systematically searched the electronic databases for studies published from inception to March 22, 2023, and focusing on LBBAP versus HBP. The study endpoints were CSP success rate, device-related complications, CSP lead-related complications and non-CSP lead-related complications.

Fifteen observational studies enrolling 2491 patients met the inclusion criteria. LBBAP led to a significant increase in procedural success [91.1% vs 80.9%; RR: 1.15 (95% CI: 1.08-1.22); p < 0.00001] with a significantly lower complication rate [1.8% vs 5.2%; RR: 0.48 (95% CI: 0.29-0.78); p = 0.003], lead-related complications [1.1% vs 4.3%; RR: 0.38 (95% CI: 0.21-0.72); p = 0.003] and lead failure/deactivation [0.2% vs 3.9%; RR: 0.16 (95% CI: 0.07-0.35); p < 0.00001] than HBP. No significant differences were found between CSP lead dislodgement and non-CSP lead-related complications.

This meta-analysis of observational studies showed a higher success rate of LBBAP compared to HBP with a lower incidence of complications.","Parlavecchio Antonio"
"37599321","2023","Early effects of left bundle branch area pacing on ventricular activation by speckle tracking echocardiography.","Left bundle branch area pacing (LBBAP) is an emerging cardiac pacing modality that preserves fast electrical activation of the ventricles and provides very good electrical measures. Little is known on mechanical ventricular activation during this pacing modality.

We prospectively enrolled patients receiving LBBAP. Electrocardiographic and electrical parameters were evaluated at implantation, < 24 h and 3 months. Transthoracic echocardiography with strain analysis was performed at baseline and after 3 months, when ventricular mechanical activation and synchrony were analyzed by time-to-peak standard deviation (TPSD) of strain curves for both ventricles. Intraventricular left ventricular (LV) dyssynchrony was investigated by LV TPSD and interventricular dyssynchrony by left ventricle-right ventricle TPSD (LV-RV TPSD).

We screened 58 patients with permanent pacing indication who attempted LBBAP. Procedural success was obtained in 56 patients (97%). Strain data were available in 50 patients. QRS duration was 124.1 ± 30.7 ms at baseline, while paced QRS duration was 107.7 ± 13.6 ms (p < 0.001). At 3 months after LBBAP, left ventricular ejection fraction (LVEF) increased from 52.9 ± 10.6% at baseline to 56.9 ± 8.4% (p = 0.004) and both intraventricular LV dyssynchrony and interventricular dyssynchrony significantly improved (LV TPSD reduction from 38.2 (13.6-53.9) to 15.1 (8.3-31.5), p < 0.001; LV-RV TPSD from 27.9 (10.2-41.5) to 13.9 (4.3-28.7), p = 0.001). Ameliorations with LBBAP were consistent in all subgroups, irrespective of baseline QRS duration, types of intraventricular conduction abnormalities, and LVEF.

Echocardiographic strain analysis shows that LBBAP determines a fast and synchronous biventricular contraction with a stereotype mechanical activation, regardless of baseline QRS duration, pattern, and LV function.","Dell'Era Gabriele"
"37574493","2023","Difference of ventricular synchrony between LBBP, LBFP and LVSP: A speckle tracking echocardiographic study.","Left bundle branch area pacing (LBBAP) has emerged as a physiological and stable form of pacing. We aim to compare the mechanical ventricular synchrony of LBBP, LBFP, and LVSP.

Proximal Left bundle branch pacing (LBBP), left bundle fascicular pacing (LBFP) and left ventricular septal pacing (LVSP) were identified in patients with bradycardia who successfully underwent LBBAP. Patients with left ventricular ejection fraction (LVEF) < 50% or QRS duration (QRSd) ≥ 120 ms were excluded. By using electrocardiograms, the left ventricular activation time (LVAT) and QRS duration (QRSd) were measured to examine electrophysiological synchrony. As indications of mechanical synchrony, global longitudinal strain (GLS), global circumferential strain (GCS), global radial strain (GRS), and peak strain dispersion (PSD) were evaluated by using 2-dimensional speckle tracking echocardiography (2D-STE).

In 56 patients, data were collected during LBBP (n = 18), LBFP (n = 16), and LVSP (n = 22). LVSP resulted in a longer LVAT (91.3 ± 14.9 ms) than LBBP (77.1 ± 10.8 ms, P < 0.05) and LBFP (72.1 ± 9.6 ms, P < 0.05), but all three groups had similar QRSd. There were no differences in GLS, GCS, GRS, or PSD between LBBP, LBFP, and LVSP.

In patients with normal cardiac function and narrow QRS, though LBBAP with LBB capture resulted in better electrophysiological synchrony than without, the mechanical synchrony of the three groups was comparable.","Cheng Chaodi"
"37394659","2023","New-onset atrial high-rate episodes between his bundle pacing and conventional right ventricular septum pacing in patients with atrioventricular conduction disturbance.","The effect of His bundle pacing (HBP) on the incidence of new-onset atrial fibrillation (AF) after pacemaker implantation (PMI) for atrioventricular conduction disturbance (AVCD) remains unknown. We compared the incidence of new-onset atrial high-rate episode (AHRE) in conventional right ventricular (RV) septum pacing (RVSP) and His bundle pacing (HBP) after PMI for AVCD.

One hundred and four consecutive patients who underwent dual chamber PMI for AVCD in our hospital were screened. Thirty-five patients with mitral or aortic valve disease, history of open-heart surgery, prior AF, subclinical AF, cumulative ventricular pacing percentage < 90%, and RV lead revision were excluded, and 69 patients were effectively enrolled in this study. The primary endpoint was new-onset AHRE within the follow-up period. New-onset AHRE was defined as an atrial high-rate episode that occurred 3 months after PMI and lasted for > 6 min at an atrial heart rate > 190 bpm. RV leads were placed in the His bundle region and RV septum region in 22 and 47 patients, respectively. The mean follow-up period was 539 ± 218 days. The follow-up period was 2 years after PMI or until the new-onset AHRE occurred.

The incidence of new-onset AHRE was lower in the HBP group than in the RVSP group (11% vs. 43%, p = 0.01). Multivariate analysis in the Cox regression hazard model showed that HBP had a significantly lower risk of new-onset AHRE compared with RVSP (HR = 0.21; 95% confidence interval 0.04-0.78, p = 0.02).

The incidence of new-onset AHRE was significantly less in HBP compared to RVSP during the 2-year follow-up period after pacemaker implantation in AVCD patients with RV pacing dependence.","Takahashi Masao"
"37365481","2023","Transvenous lead extraction of lumenless 3830 pacing lead in conduction system pacing: a single-center experience.","The Medtronic SelectSecure Model 3830 lumenless lead (Medtronic, Inc., Minneapolis, MN) is commonly used for conduction system pacing (CSP). However, with this increased use, the potential need for transvenous lead extraction (TLE) also will increase. While extraction of endocardial 3830 leads is rather well described especially in pediatric and adult congenital heart disease population, there is very limited data on extraction of CSP leads. In the present study, we reported our preliminary experience on TLE of CSP leads and provided technical considerations.

The study population comprised 6 consecutive patients (67% male; mean age 70 ± 22 years) with CSP leads (3830 leads), including left bundle branch pacing (LBBP) lead (n = 3) and His pacing lead (n = 3) undergoing TLE. Overall target leads were 17. The mean implant duration time of CSP leads was 97 ± 90 months [range 8-193).

Manual traction was successful in 2 cases and mechanical extraction tools were required in the remaining cases. Sixteen leads (94%) were completely extracted, whereas incomplete removal was observed in one lead (6%) among 1 patient. Of note, in the only lead incompletely removed, we observed retention of < 1-cm remnant of lead material consisting of the screw of 3830 LBBP lead into the interventricular septum. No failure of lead extraction was reported and no major complications occurred.

Our findings demonstrated that at an experienced center the success of TLE of chronically implanted CSP leads is high in the absence of major complications also when mechanical extraction tools are needed.","Migliore Federico"
"37335527","2023","Patient-reported outcomes following ablation for atrial fibrillation in the era of digital health.","N/A","Wu Lingling"
